Datetime,ID,Link,Price,SqrFeet,Hood,Housing
2018-10-13 19:18,6714039873,https://toronto.craigslist.ca/tor/apa/d/beautiful-one-bedroom/6714039873.html,2000,0, (Yonge/Davisville),1br
2018-10-13 19:08,6722785682,https://toronto.craigslist.ca/tor/apa/d/2-bed-2-bath-condo-in-the-toy/6722785682.html,3600,1300ft2, (43 Hanna Ave),2br
2018-10-13 19:08,6722785228,https://toronto.craigslist.ca/tor/apa/d/newly-renovated-2-bedroom/6722785228.html,2300,0, (Toronto),2br
2018-10-13 19:01,6722781007,https://toronto.craigslist.ca/tor/apa/d/2-storey-1-bed-den-1-bath/6722781007.html,3500,999ft2, (436 Wellington St W),1br
2018-10-13 18:54,6722776526,https://toronto.craigslist.ca/tor/apa/d/2-bed-2-bath-2-storey-unit-in/6722776526.html,3400,1199ft2, (81 Front St),2br
2018-10-13 18:53,6712693870,https://toronto.craigslist.ca/tor/apa/d/available-immediately/6712693870.html,1500,260ft2, (304 Adelaide St W),0
2018-10-13 18:48,6722772471,https://toronto.craigslist.ca/tor/apa/d/3-bedroom-apartment/6722772471.html,3100,1500ft2, (261 Berkeley Street),3br
2018-10-13 18:34,6722763224,https://toronto.craigslist.ca/tor/apa/d/beautiful-1-bedroom-1-den/6722763224.html,2350,550ft2, (87 Peter St),1br
2018-10-13 18:31,6714251535,https://toronto.craigslist.ca/tor/apa/d/apt-for-rent/6714251535.html,2000,900ft2,0,3br
2018-10-13 18:19,6722753599,https://toronto.craigslist.ca/tor/apa/d/yonge-gerrard-1-bdrms-condo/6722753599.html,1950,489ft2, (Yonge/Gerrard),1br
2018-10-13 18:18,6722752930,https://toronto.craigslist.ca/tor/apa/d/rent-88-harbour-st-toronto/6722752930.html,7800,1900ft2, (Toronto),3br
2018-10-13 18:19,6722753652,https://toronto.craigslist.ca/tor/apa/d/rent-88-harbour-st-toronto/6722753652.html,4500,1100ft2, (Toronto),2br
2018-10-13 18:20,6722753802,https://toronto.craigslist.ca/tor/apa/d/rent-88-harbour-st-toronto/6722753802.html,3400,900ft2, (Toronto),2br
